objectid,parentid,title,date,description,subject,location,creator,latitude,longitude,source,digital_collection,identifier,language,rights,rightsstatement,format_original,type,format,filename,display_template,object_location,image_small,image_thumb
watkins57,,Mountain Consolidated Mine 200 ft. level East sill floor  [no. 1224],1890,Mt Con 200 level East sill floor.  Showing ore and timbers on hanging wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1224,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1224.jpg,image,/objects/89-1224.jpg,/objects/small/89-1224_sm.jpg,/objects/thumbs/89-1224_th.jpg
watkins58,,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1225],1890,Mt Con 400 level East sill floor.  Showing ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1225,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1225.jpg,image,/objects/89-1225.jpg,/objects/small/89-1225_sm.jpg,/objects/thumbs/89-1225_th.jpg
watkins59,,Mountain Consolidated Mine 200 ft. level East sill floor  [no. 1226],1890,Mt Con 200 level East sill floor.  Showing ore after a blast.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1226,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1226.jpg,image,/objects/89-1226.jpg,/objects/small/89-1226_sm.jpg,/objects/thumbs/89-1226_th.jpg
watkins60,,Mountain Consolidated Mine 100 ft. level West sill floor  [no. 1227],1890,Mt Con 100 level West sill floor.  Showing ore blast of level,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1227,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1227.jpg,image,/objects/89-1227.jpg,/objects/small/89-1227_sm.jpg,/objects/thumbs/89-1227_th.jpg
watkins61,,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1228],1890,Mt Con 400 level East sill floor.  Ore breast showing ore in foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1228,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1228.jpg,image,/objects/89-1228.jpg,/objects/small/89-1228_sm.jpg,/objects/thumbs/89-1228_th.jpg
watkins62,,Mountain Consolidated Mine 400 ft. level East sill floor  [no. 1229],1890,Mt Con 400 level East sill floor.  Ore breast showing miners drilling in ore.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1229,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1229.jpg,image,/objects/89-1229.jpg,/objects/small/89-1229_sm.jpg,/objects/thumbs/89-1229_th.jpg
watkins63,,Mountain Consolidated Mine 300 ft. level East sill floor  [no. 1230],1890,Mt Con 300 level East sill floor.  Showing ore breast closely timbered.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1230,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1230.jpg,image,/objects/89-1230.jpg,/objects/small/89-1230_sm.jpg,/objects/thumbs/89-1230_th.jpg
watkins64,,Mountain Consolidated Mine 300 ft. level East sill floor  [no. 1231],1890,Mt Con 300 level East sill floor.  Ore breast showing ore in foot wall.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1231,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1231.jpg,image,/objects/89-1231.jpg,/objects/small/89-1231_sm.jpg,/objects/thumbs/89-1231_th.jpg
watkins65,,Mountain Consolidated Mine 100 ft. level West sill floor  [no. 1232],1890,Mt Con 100 level West sill floor.  Showing machine drilling ore breast.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1232,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1232.jpg,image,/objects/89-1232.jpg,/objects/small/89-1232_sm.jpg,/objects/thumbs/89-1232_th.jpg
watkins66,,Anaconda Mine 1000 ft. level West [no. 1169],1890,Anaconda Mine 1000 level West. Wealth of ore 75 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.01972222,-112.5236111,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1169,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1169.jpg,image,/objects/89-1169.jpg,/objects/small/89-1169_sm.jpg,/objects/thumbs/89-1169_th.jpg
watkins67,,Mountain Consolidated Mine 550 ft. level East sill floor [no. 1233],1890,Mt Con 550 level East sill floor.  Showing ore breast on hanging wall.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1233,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1233.jpg,image,/objects/89-1233.jpg,/objects/small/89-1233_sm.jpg,/objects/thumbs/89-1233_th.jpg
watkins68,,Mountain Consolidated Mine 200 ft. level East sill floor [no. 1234],1890,Mt Con 200 level East sill floor.  Showing ore breast.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1234,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1234.jpg,image,/objects/89-1234.jpg,/objects/small/89-1234_sm.jpg,/objects/thumbs/89-1234_th.jpg
watkins69,,Mountain Consolidated Mine 550 ft. level East sill floor,1890,Mountain Consolidated Mine 550 level East sill floor.  Showing drilling machine drilling ore breast . Ore 45 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1235,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1235.jpg,image,/objects/89-1235.jpg,/objects/small/89-1235_sm.jpg,/objects/thumbs/89-1235_th.jpg
watkins70,,Mountain Consolidated Mine 400 ft. level East [no. 1236],1890,Mt Con 400 level East.  Showing two sets of ore in face timbered close to breast.  Ore 25 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1236,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1236.jpg,image,/objects/89-1236.jpg,/objects/small/89-1236_sm.jpg,/objects/thumbs/89-1236_th.jpg
watkins71,,Mountain Consolidated Mine 300 ft. level West [no. 1237],1890,Mt Con 300 level West.  Showing course of extraction of ore.  Ore 30 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1237,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1237.jpg,image,/objects/89-1237.jpg,/objects/small/89-1237_sm.jpg,/objects/thumbs/89-1237_th.jpg
watkins72,,Mountain Consolidated Mine 400 ft. level East [no. 1238],1890,Mt Con 400 level East.  Showing ore towards hanging wall.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1238,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1238.jpg,image,/objects/89-1238.jpg,/objects/small/89-1238_sm.jpg,/objects/thumbs/89-1238_th.jpg
watkins73,,Mountain Consolidated Mine 400 ft. level East,1890,Showing waste filling between timbers 25 ft. From ore breast.  Ore 25 ft. Mountain Consolidated Mine 400 ft. level East,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1239,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1239.jpg,image,/objects/89-1239.jpg,/objects/small/89-1239_sm.jpg,/objects/thumbs/89-1239_th.jpg
watkins74,,Mountain Consolidated Mine 550 ft. level East [no. 1240],1890,Mt Con 550 level East.  Showing ore in breast.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1240,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1240.jpg,image,/objects/89-1240.jpg,/objects/small/89-1240_sm.jpg,/objects/thumbs/89-1240_th.jpg
watkins75,,Mountain Consolidated Mine 400 ft. level East [no. 1241],1890,Mt Con 550 level East.  Showing drilling machine in operation.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1241,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1241.jpg,image,/objects/89-1241.jpg,/objects/small/89-1241_sm.jpg,/objects/thumbs/89-1241_th.jpg
watkins76,,Mountain Consolidated Mine 550 ft. level East [no. 1242],1890,Mt Con 550 level East.  Showing ore after blasting.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1242,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1242.jpg,image,/objects/89-1242.jpg,/objects/small/89-1242_sm.jpg,/objects/thumbs/89-1242_th.jpg
watkins77,,Anaconda Mine 1000 ft. level West [no. 1170],1890,Anaconda Mine 1000 level West Ore 75 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.01972222,-112.5236111,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1170,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1170.jpg,image,/objects/89-1170.jpg,/objects/small/89-1170_sm.jpg,/objects/thumbs/89-1170_th.jpg
watkins78,,Mountain Consolidated Mine 550 ft. level [no. 1243],1890,Mt Con 550 level.  Pump station.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1243,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1243.jpg,image,/objects/89-1243.jpg,/objects/small/89-1243_sm.jpg,/objects/thumbs/89-1243_th.jpg
watkins79,,Anaconda Mine 1000 ft. level West [no. 1171],1890,Anaconda Mine 1000 level West Ore 75 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.01972222,-112.5236111,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1171,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1171.jpg,image,/objects/89-1171.jpg,/objects/small/89-1171_sm.jpg,/objects/thumbs/89-1171_th.jpg
psychiana005,,I Talked With God Advertisement,1935,"Photograph of Psychiana Advertisement pinned to a board, reads 'I TALKED WITH GOD...'",Advertising,"Spokane, WA",,47.65557,-117.419063,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_frank_robinson_negatives_009,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_frank_robinson_negatives_009.jpg,image,/objects/mg101_b6_frank_robinson_negatives_009.jpg,/objects/small/mg101_b6_frank_robinson_negatives_009_sm.jpg,/objects/thumbs/mg101_b6_frank_robinson_negatives_009_th.jpg
psychiana008,,"Label of a photograph mailed from Frank B. Robinson to his son, Albert B. Robinson",1948-01-20,"Photograph of a brown paper label torn from a package used to mail a photograph from Frank B. Robinson to Alfred B. Robinson, including addresses and postage.",Mailings; Alfred B. Robinson,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_photographs_26,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_photographs_26.jpg,image,/objects/mg101_b6_photographs_26.jpg,/objects/small/mg101_b6_photographs_26_sm.jpg,/objects/thumbs/mg101_b6_photographs_26_th.jpg
psychiana011,,Negative photograph of a Psychiana pin,1936,Negative photograph of a pin worn by members of Psychiana. Pin includes a small hand holding a lit torch with the capital letter 'P' prominently in front.,Psychiana Pin,,"Robinson, Frank B.",,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_f7_miscellanious_negatives_012,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_f7_miscellanious_negatives_012.jpg,image,/objects/mg101_b6_f7_miscellanious_negatives_012.jpg,/objects/small/mg101_b6_f7_miscellanious_negatives_012_sm.jpg,/objects/thumbs/mg101_b6_f7_miscellanious_negatives_012_th.jpg
psychiana012,,Negative photograph of the development site of Robinson lake,1935,Negative photograph from overhead view of a lake either after or during its development. Photograph includes a storage structure and several dirt roads running around and into the lake.,Recreation; Latah County,"Robinson Lake, Moscow, ID","Robinson, Frank B.",46.755184,-116.909892,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_f7_miscellanious_negatives_014,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_f7_miscellanious_negatives_014.jpg,image,/objects/mg101_b6_f7_miscellanious_negatives_014.jpg,/objects/small/mg101_b6_f7_miscellanious_negatives_014_sm.jpg,/objects/thumbs/mg101_b6_f7_miscellanious_negatives_014_th.jpg
psychiana013,,Negative photograph of several copies of the June 1948 edition of the 'The Way: A Quarterly Publication of the Psychiana Religion.',1948,"Negative photograph of the covers of The Way that include rays of light moving to a point behind a picture of mountains, a mountain lake, and clouds.",Robinson's Writings; Psychiana Journal,,"Robinson, Frank B.",,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_f7_miscellanious_negatives_010,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_f7_miscellanious_negatives_010.jpg,image,/objects/mg101_b6_f7_miscellanious_negatives_010.jpg,/objects/small/mg101_b6_f7_miscellanious_negatives_010_sm.jpg,/objects/thumbs/mg101_b6_f7_miscellanious_negatives_010_th.jpg
psychiana018,,"Photograph of 1st and Main Street, Moscow, ID",1935,"Photograph of unmarked corner building located at the intersection of 1st and Main Street in Moscow, Idaho.","Moscow, Idaho","Moscow, ID",,46.733843,-117.001138,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_002,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_002.jpg,image,/objects/mg101_b6_psychiana_photographs_002.jpg,/objects/small/mg101_b6_psychiana_photographs_002_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_002_th.jpg
psychiana019,,Photograph of clerical and bookkeeping staff from the branch mailing department.,1938-01,"Photograph of all women staff from Psychiana clerical and bookkeeping standing in front of the Branch Mailing Department at 1st and Main Street in Moscow, Idaho. This building is two stories and occupies half a block.",Psychiana Headquarters; Psychiana Staff; Bookkeeping; Mailings,"Moscow, ID",,46.733843,-117.001138,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_011,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_011.jpg,image,/objects/mg101_b6_psychiana_photographs_011.jpg,/objects/small/mg101_b6_psychiana_photographs_011_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_011_th.jpg
psychiana020,,"Photograph of Corner Drug Store in Moscow, ID",1935,"Photograph of the corner drug store in Moscow, Idaho where Frank Robinson worked as a clerk and wrote the first lessons of Psychiana.","Moscow, Idaho; Drug Store Clerk","Moscow, ID",,46.732505,-117.001181,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_001,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_001.jpg,image,/objects/mg101_b6_psychiana_photographs_001.jpg,/objects/small/mg101_b6_psychiana_photographs_001_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_001_th.jpg
psychiana021,,Photograph of Frank B. Robinson adjusting a small printing press.,1940,Photograph depicts Frank B. Robinson with his sleeves rolled up and an unidentified male and female staff member working at row of small printing presses.,Daily Idahoan; Psychiana Staff,,,,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives","Psychiana Digital Collection, https://www.lib.uidaho.edu/digital/psychiana/",mg101_b6_psychiana_photographs_039,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Image;StillImage,image/jpeg,mg101_b6_psychiana_photographs_039.jpg,image,/objects/mg101_b6_psychiana_photographs_039.jpg,/objects/small/mg101_b6_psychiana_photographs_039_sm.jpg,/objects/thumbs/mg101_b6_psychiana_photographs_039_th.jpg
